City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
674,Gisborne,NZ,63.95,overcast clouds,-38.6533,178.0042,ASURE Alfresco Motor Lodge
675,Labuhan,ID,79.18,overcast clouds,-6.8844,112.2051,DoubleFAG
676,Fortuna,US,61.72,clear sky,40.5982,-124.1573,Super 8 by Wyndham Fortuna
677,Banes,CU,74.01,clear sky,20.9625,-75.7186,Hostal Iván y yailet
678,Bani,DO,73.85,clear sky,18.2833,-70.3333,Hospedaje Henriquez
681,Sao Felix Do Xingu,BR,69.57,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
685,Vanimo,PG,85.44,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
686,Eureka,US,61.99,clear sky,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
687,Paraiso,CR,68.86,scattered clouds,9.8383,-83.8656,Hotel Rinconcito Verde
691,Alta Floresta,BR,70.63,overcast clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
692,Port-Gentil,GA,79.39,light rain,-0.7193,8.7815,Fengshui Residence
693,Yarada,IN,70.12,mist,17.65,83.2667,Yarada Jungle Beach Resorts
694,La Serena,CL,63.88,scattered clouds,-29.9078,-71.2542,Terra Diaguita Hostal Boutique & Spa
