City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Tari,NG,12.4086,4.4914,72.82,15,2,7.45,clear sky
344,Guerrero Negro,MX,27.9769,-114.0611,70.93,34,81,4.79,broken clouds
345,Hegra,NO,63.4644,11.114,47.41,87,100,28.77,heavy intensity rain
346,Padang,ID,-0.9492,100.3543,75.25,77,87,3.89,overcast clouds
347,Cherskiy,RU,68.75,161.3,-28.46,99,14,1.41,few clouds
348,San Lorenzo,PY,-25.3333,-57.5333,88.74,25,0,8.99,clear sky
349,Berga,NO,60.392,5.328,48.15,94,75,12.66,light rain
350,Burns Lake,CA,54.2331,-125.7533,31.42,99,100,0.81,light snow
351,Dingle,PH,10.9995,122.6711,78.55,77,78,13.22,broken clouds
352,Payo,ID,-3.7508,103.6372,74.93,91,48,2.46,scattered clouds
353,Formosa,AR,-26.1775,-58.1781,87.78,25,0,5.75,smoke
354,Turinsk,RU,58.0458,63.696,-2.04,89,32,5.01,scattered clouds
355,Owando,CG,-0.4819,15.8999,73.72,82,100,3.38,overcast clouds
356,Hualmay,PE,-11.0964,-77.6139,71.19,81,100,10.22,overcast clouds
357,Yurla,RU,59.3259,54.3223,-9.18,98,6,4.07,clear sky
358,Iwanai,JP,42.9744,140.5089,29.93,82,100,14.16,light snow
359,Vostok,RU,46.4856,135.8833,-4.72,95,100,3.4,light snow
360,San Pedro Buenavista,MX,16.0833,-93.1167,73.09,78,6,3.76,clear sky
361,Alice,US,27.7523,-98.0697,63.97,63,100,3.44,overcast clouds
362,Lazaro Cardenas,MX,17.9583,-102.2,77.68,67,12,6.38,few clouds
363,Jalu,LY,29.0331,21.5482,52.7,66,37,9.1,scattered clouds
364,Kahului,US,20.8947,-156.47,82.42,80,40,18.41,scattered clouds
365,Petropavl,KZ,54.8753,69.1628,-14.04,99,8,2.48,clear sky
366,Poya,NC,-21.35,165.15,83.44,71,52,11.92,broken clouds
367,Burirao,PH,9.2,118.1,78.98,70,63,5.55,broken clouds
368,Taoudenni,ML,22.6783,-3.9836,62.62,14,82,10.09,broken clouds
369,Yidu,CN,24.1614,115.1328,53.76,55,100,5.26,overcast clouds
370,Ilo,PE,-17.6394,-71.3375,71.04,83,82,2.06,broken clouds
371,Amapa,BR,1.0,-52.0,71.2,99,100,2.64,light rain
372,Tual,ID,-5.6667,132.75,82.71,77,100,13.89,overcast clouds
373,Tazovskiy,RU,67.4667,78.7,-2.61,96,100,13.53,overcast clouds
374,Shimoda,JP,34.6667,138.95,44.96,62,11,28.68,few clouds
375,Lompoc,US,34.6391,-120.4579,69.48,39,0,3.44,clear sky
376,Beira,MZ,-19.8436,34.8389,78.89,94,100,9.22,overcast clouds
377,Gillette,US,44.2911,-105.5022,46.94,48,0,11.5,clear sky
378,Iqaluit,CA,63.7506,-68.5145,-16.31,62,40,5.01,scattered clouds
379,Matao,BR,-21.6033,-48.3658,69.73,92,100,5.73,overcast clouds
380,Sharjah,AE,25.3573,55.4033,71.26,77,0,2.3,clear sky
381,Chaman,PK,30.9236,66.4512,39.83,57,0,1.45,clear sky
382,Bikaner,IN,28.0167,73.3,52.99,53,0,3.13,clear sky
383,Ndioum,SN,16.5129,-14.6471,79.2,18,100,3.38,overcast clouds
384,Kalmunai,LK,7.4167,81.8167,75.47,88,75,3.29,broken clouds
385,Boa Vista,BR,2.8197,-60.6733,84.18,54,0,8.05,clear sky
386,Smithers,CA,54.7804,-127.1743,32.32,100,100,2.3,mist
387,Saint Simons,US,31.1352,-81.3901,57.02,84,0,4.61,clear sky
388,Samarai,PG,-10.6167,150.6667,85.55,69,68,10.31,broken clouds
389,Hangu,CN,39.2489,117.7892,26.64,33,0,7.27,clear sky
390,Tulun,RU,54.5611,100.5792,8.83,97,100,1.57,overcast clouds
391,Boguchany,RU,58.3814,97.4531,-22.4,100,100,1.95,overcast clouds
392,Velsk,RU,61.0701,42.0983,3.51,82,86,10.63,overcast clouds
393,Paamiut,GL,61.994,-49.6678,7.3,88,56,10.92,broken clouds
394,Whitehorse,CA,60.7161,-135.0538,23.02,92,75,18.01,broken clouds
395,Shenkursk,RU,62.1091,42.896,6.1,78,70,15.03,broken clouds
396,Cieza,ES,38.24,-1.4199,49.15,76,77,4.56,broken clouds
397,Lanzhou,CN,36.0564,103.7922,7.88,46,100,1.07,overcast clouds
398,Vallenar,CL,-28.5708,-70.7581,73.27,54,20,3.47,few clouds
399,Miri,MY,4.4148,114.0089,78.94,89,40,8.05,scattered clouds
400,Emerald,AU,-23.5333,148.1667,85.33,48,40,5.75,scattered clouds
401,Penzance,GB,50.1186,-5.5371,46.76,77,0,7.43,clear sky
402,Miles City,US,46.4083,-105.8406,42.51,65,0,12.66,clear sky
403,Matagami,CA,49.7502,-77.6328,-21.89,76,0,2.3,clear sky
404,Kiunga,PG,-6.1219,141.2906,82.92,74,100,3.11,overcast clouds
405,Batemans Bay,AU,-35.7167,150.1833,73.98,84,76,5.19,broken clouds
406,Llandrindod Wells,GB,52.2416,-3.3787,39.96,83,0,2.89,clear sky
407,Saint-Augustin,CA,51.226,-58.6502,21.22,93,100,19.98,light snow
408,Mendoza,AR,-32.8908,-68.8272,98.13,36,40,0.0,scattered clouds
409,Alpena,US,45.0617,-83.4327,26.94,83,100,4.0,overcast clouds
410,Fort Morgan,US,40.2503,-103.8,45.82,60,0,11.5,clear sky
411,Yulara,AU,-25.2406,130.9889,93.04,10,0,14.97,clear sky
412,Buraydah,SA,26.326,43.975,63.05,47,100,15.82,overcast clouds
413,Burnie,AU,-41.0667,145.9167,69.94,58,100,16.15,overcast clouds
414,Bosaso,SO,11.2842,49.1816,70.43,75,10,3.02,clear sky
415,Bontang,ID,0.1333,117.5,78.46,83,100,3.96,overcast clouds
416,Dwarka,IN,22.2394,68.9678,64.18,52,0,13.31,clear sky
417,Southbridge,US,42.0751,-72.0334,33.44,63,89,1.01,overcast clouds
418,Quesnel,CA,52.9999,-122.5029,36.1,93,100,0.0,mist
419,Vagur,FO,61.4732,-6.8119,47.52,88,100,42.12,overcast clouds
420,Teguldet,RU,57.3064,88.1667,-14.6,100,100,1.74,overcast clouds
421,Narsaq,GL,60.9167,-46.05,12.42,80,14,7.23,few clouds
422,Port Hardy,CA,50.6996,-127.4199,50.76,93,100,13.8,light rain
423,Honningsvag,NO,70.9821,25.9704,37.13,73,100,30.67,overcast clouds
424,Ures,MX,29.4333,-110.4,76.12,35,99,2.62,overcast clouds
425,Sharan,RU,54.8167,54.0,-0.31,96,31,4.0,snow
426,Puteyets,RU,65.1716,57.091,13.73,72,100,16.33,overcast clouds
427,Sri Aman,MY,1.2376,111.4621,75.25,100,40,0.0,scattered clouds
428,Gayeri,BF,12.6497,0.4931,72.72,8,77,7.56,broken clouds
429,Dakar,SN,14.6937,-17.4441,74.28,88,0,2.3,clear sky
430,Maniitsoq,GL,65.4167,-52.9,12.25,75,100,3.44,overcast clouds
431,Upington,ZA,-28.4478,21.2561,75.58,73,20,4.61,few clouds
432,Davila,PH,18.4726,120.5763,69.78,73,17,15.88,few clouds
433,Sorochinsk,RU,52.4338,53.1583,3.78,88,83,5.93,broken clouds
434,Luganville,VU,-15.5333,167.1667,87.26,59,0,2.89,clear sky
435,Port Macquarie,AU,-31.4333,152.9167,78.76,63,5,4.97,clear sky
436,Aripuana,BR,-9.1667,-60.6333,72.05,98,100,0.92,overcast clouds
437,Bandar-E Lengeh,IR,26.5579,54.8807,62.71,94,0,0.0,clear sky
438,Lindi,TZ,-10.0,39.7167,75.56,89,100,3.96,overcast clouds
439,Lakkoma,GR,40.3833,23.05,38.05,76,40,11.5,scattered clouds
440,Shelburne,CA,44.0787,-80.2041,28.56,97,100,4.97,overcast clouds
441,Port Keats,AU,-14.25,129.55,81.21,80,100,7.45,overcast clouds
442,Kedougou,SN,12.5579,-12.1743,78.64,16,11,1.83,few clouds
443,Ko Samui,TH,9.5357,99.9357,80.74,68,73,17.29,broken clouds
444,Ostrovnoy,RU,68.0531,39.5131,26.33,86,100,32.03,overcast clouds
445,Kloulklubed,PW,7.0419,134.2556,81.1,77,67,18.48,broken clouds
446,Bowen,AU,-20.0167,148.2333,84.42,56,11,14.03,few clouds
447,Olinda,BR,-8.0089,-34.8553,82.13,78,40,5.75,scattered clouds
448,Novorzhev,RU,57.0294,29.3338,22.95,93,100,9.69,overcast clouds
449,Eirunepe,BR,-6.6603,-69.8736,71.83,98,100,0.4,overcast clouds
450,Ampanihy,MG,-24.7,44.75,76.73,80,100,5.46,overcast clouds
451,Kommunisticheskiy,RU,61.6789,64.4819,9.82,70,100,10.33,overcast clouds
452,Columbia,US,34.0007,-81.0348,44.53,50,0,0.0,clear sky
453,Lamar,US,33.6668,-95.5836,56.86,35,0,6.91,clear sky
454,Manga,BF,11.6636,-1.0731,75.76,10,9,8.19,clear sky
455,Helena,US,46.5927,-112.0361,42.24,74,100,4.0,overcast clouds
456,Birao,CF,10.2849,22.7882,76.98,33,50,3.2,scattered clouds
457,Libreville,GA,0.3925,9.4537,78.3,87,100,6.08,moderate rain
458,Les Cayes,HT,18.2,-73.75,72.93,80,12,1.99,few clouds
459,Zinder,NE,13.8072,8.9881,65.68,9,3,8.75,clear sky
460,Joshimath,IN,30.5667,79.5667,36.99,50,100,5.55,overcast clouds
461,Bouna,CI,9.2667,-3.0,76.41,20,3,4.43,clear sky
462,Carballo,ES,43.213,-8.691,46.87,78,0,3.76,clear sky
463,Yeppoon,AU,-23.1333,150.7333,82.18,65,64,15.1,broken clouds
464,Kalaleh,IR,37.3807,55.4916,42.4,81,0,0.0,clear sky
465,Taywarah,AF,33.35,64.4167,20.37,82,83,0.22,broken clouds
466,Mount Isa,AU,-20.7333,139.5,91.17,43,99,11.5,overcast clouds
467,Mikhaylovskoye,RU,51.8239,79.7172,7.38,91,100,3.56,overcast clouds
468,Gizo,SB,-8.103,156.8419,85.24,73,87,13.51,light rain
469,Adrar,MR,20.5022,-10.0711,63.64,17,96,9.53,overcast clouds
470,Abalak,RU,58.1286,68.5944,-4.18,97,34,4.63,scattered clouds
471,Huilong,CN,31.8111,121.655,42.04,63,100,18.1,overcast clouds
472,Shingu,JP,33.7333,135.9833,43.92,59,7,16.67,clear sky
473,Udachnyy,RU,66.4167,112.4,-34.71,100,99,2.06,overcast clouds
474,Baruun-Urt,MN,46.6806,113.2792,-4.47,92,11,6.85,few clouds
475,Halifax,CA,44.6453,-63.5724,36.21,86,100,8.99,overcast clouds
476,Shieli,KZ,44.1667,66.75,33.3,91,47,11.01,scattered clouds
477,Marawi,PH,7.9986,124.2928,69.66,85,100,3.94,overcast clouds
478,Haines Junction,CA,60.7522,-137.5108,19.35,79,100,1.14,overcast clouds
479,Batsfjord,NO,70.6345,29.7185,34.56,94,100,27.31,light snow
480,Lhokseumawe,ID,5.1801,97.1507,77.9,80,90,6.82,overcast clouds
481,Santona,ES,43.4439,-3.4576,44.08,77,0,2.73,clear sky
482,Tatarsk,RU,55.219,75.9828,-16.64,100,100,3.53,overcast clouds
483,Gogrial,SS,8.5332,28.1004,85.64,30,88,0.87,overcast clouds
484,Chudovo,RU,59.1167,31.6833,17.98,95,100,11.07,overcast clouds
485,Bubaque,GW,11.2833,-15.8333,78.93,67,29,8.7,scattered clouds
486,Cordoba,AR,-31.4135,-64.1811,85.05,30,0,5.75,clear sky
487,Muisne,EC,0.6,-80.0333,76.82,84,90,7.67,overcast clouds
488,Wajir,KE,1.7471,40.0573,76.48,63,77,12.57,broken clouds
489,Solnechnyy,RU,50.7214,136.6319,10.69,90,100,8.68,light snow
490,Danielskuil,ZA,-28.1887,23.5395,69.17,68,27,8.43,scattered clouds
491,Meulaboh,ID,4.1363,96.1285,75.97,89,100,5.5,overcast clouds
492,Dunedin,NZ,-45.8742,170.5036,60.37,58,32,11.54,scattered clouds
493,Sterling,US,39.0062,-77.4286,42.8,58,75,5.75,broken clouds
494,Santa Fe,AR,-31.6333,-60.7,93.74,42,15,1.01,few clouds
495,Gorodovikovsk,RU,46.0878,41.9335,21.22,96,100,9.51,snow
496,Kalas,IN,18.1667,74.8,60.75,87,44,5.97,scattered clouds
497,Vostochnyy,RU,55.8167,37.8667,6.98,96,100,4.94,light snow
498,Nikolskoye,RU,59.7035,30.7861,26.87,93,100,12.21,light snow
499,Nabire,ID,-3.3667,135.4833,84.49,69,100,1.05,overcast clouds
500,Port Hedland,AU,-20.3167,118.5667,105.85,15,78,17.27,broken clouds
501,Cottbus,DE,51.7667,14.3333,37.09,88,57,8.01,light rain
502,Aksu,CN,41.1231,80.2644,20.08,60,11,2.06,few clouds
503,El Sauzal,MX,31.9,-116.6833,60.42,77,100,0.74,overcast clouds
504,Kulhudhuffushi,MV,6.6221,73.07,81.3,70,41,8.9,scattered clouds
505,Warburton,PK,31.55,73.8333,44.8,63,6,2.62,clear sky
506,Omboue,GA,-1.5746,9.2618,76.42,91,78,6.11,broken clouds
507,Armidale,AU,-30.5167,151.65,71.82,38,0,6.15,clear sky
508,Kathu,TH,7.9178,98.3332,76.82,72,98,21.14,overcast clouds
509,Camabatela,AO,-8.1881,15.375,63.86,99,100,4.38,overcast clouds
510,Flinders,AU,-34.5833,150.8552,74.48,91,60,1.99,light rain
511,Porbandar,IN,21.6422,69.6093,59.61,56,0,11.61,clear sky
512,Sucua,EC,-2.4667,-78.1667,69.08,96,100,2.37,overcast clouds
513,Cortez,US,37.3489,-108.5859,41.76,49,0,6.91,clear sky
514,Negotin,RS,44.2264,22.5308,27.01,69,12,8.75,few clouds
515,Marsaxlokk,MT,35.8419,14.5431,51.08,100,75,5.75,broken clouds
516,Troitsko-Pechorsk,RU,62.7084,56.1964,0.28,84,5,9.91,clear sky
517,Caceres,ES,39.522,-6.3748,43.81,80,0,4.65,clear sky
518,Ahwa,IN,20.75,73.6833,55.9,72,0,5.39,clear sky
519,Sinnamary,GF,5.3833,-52.95,76.86,83,93,4.7,overcast clouds
520,Novaya Zaimka,RU,56.4857,66.9241,-0.29,86,18,6.51,few clouds
521,Peniche,PT,39.3558,-9.3811,53.46,74,0,11.86,clear sky
522,Yaan,NG,7.3833,8.5667,80.92,20,93,4.16,overcast clouds
523,Cockburn Town,TC,21.4612,-71.1419,76.21,72,1,14.34,clear sky
524,Osmena,PH,10.5208,119.9258,79.7,75,100,18.45,overcast clouds
525,Sangmelima,CM,2.9333,11.9833,69.55,86,100,2.86,overcast clouds
526,Cairns,AU,-16.9167,145.7667,92.95,73,33,5.75,scattered clouds
527,Pouembout,NC,-21.1333,164.9,84.4,70,53,10.58,broken clouds
528,Chicama,PE,-7.8447,-79.1469,70.34,76,88,7.72,overcast clouds
529,Muros,ES,42.7762,-9.0603,50.85,79,10,8.14,clear sky
530,Tucuman,AR,-26.8241,-65.2226,78.8,65,0,2.3,haze
531,Leningradskiy,RU,69.3833,178.4167,-21.69,97,7,4.59,clear sky
532,Manyava,UA,48.6554,24.3754,8.78,80,1,5.59,clear sky
533,Abu Samrah,SY,35.3029,37.1841,51.22,72,85,10.13,overcast clouds
534,Bilma,NE,18.6853,12.9164,62.62,8,0,7.2,clear sky
535,Khorinsk,RU,52.1657,109.7726,-8.46,98,100,0.4,overcast clouds
536,Fairbanks,US,64.8378,-147.7164,15.24,84,75,0.0,broken clouds
537,Vangaindrano,MG,-23.35,47.6,75.13,93,100,3.33,overcast clouds
538,Mtambile,TZ,-5.3833,39.7,79.52,78,31,12.77,scattered clouds
539,Ternate,ID,0.8,127.4,82.51,72,100,6.22,overcast clouds
540,Umba,RU,66.6871,34.3429,30.45,96,100,11.34,light snow
541,Batagay-Alyta,RU,67.8006,130.4114,-15.2,98,100,2.46,overcast clouds
542,Kayerkan,RU,69.3497,87.7602,-4.49,76,100,9.06,overcast clouds
543,Roald,NO,62.5833,6.1333,48.99,100,100,37.98,light rain
544,Pangody,RU,65.85,74.4859,9.93,94,100,16.78,light snow
545,Lavrentiya,RU,65.5833,-171.0,-14.75,94,23,10.16,few clouds
546,The Valley,AI,18.217,-63.0578,76.86,75,9,14.97,clear sky
547,Keti Bandar,PK,24.1447,67.4497,62.73,65,0,7.07,clear sky
548,Sitrah,BH,26.1547,50.6206,64.36,73,0,3.0,clear sky
549,Monywa,MM,22.1167,95.1333,63.16,85,100,5.41,overcast clouds
550,El Carrizo,MX,24.0261,-106.8814,70.07,67,100,4.29,overcast clouds
551,Taltal,CL,-25.4,-70.4833,68.52,79,62,2.86,broken clouds
552,Fare,PF,-16.7,-151.0167,77.25,86,100,18.57,moderate rain
553,Warri,NG,5.5167,5.75,80.35,85,39,4.56,light rain
554,Mongu,ZM,-15.2484,23.1274,66.56,97,100,3.02,moderate rain
555,Pacific Grove,US,36.6177,-121.9166,68.11,57,0,1.01,clear sky
556,Makakilo City,US,21.3469,-158.0858,79.12,63,100,11.5,overcast clouds
557,Fort Wellington,GY,6.4,-57.6,76.42,82,100,7.38,overcast clouds
558,Altamont,US,42.2068,-121.7372,44.44,65,0,6.91,clear sky
559,Yumen,CN,40.2833,97.2,19.04,50,100,4.34,overcast clouds
560,Havoysund,NO,70.9963,24.6622,36.48,75,100,30.29,overcast clouds
561,Kipini,KE,-2.5257,40.5262,76.03,87,28,8.39,scattered clouds
562,Bundaberg,AU,-24.85,152.35,82.69,51,40,12.66,scattered clouds
563,Nakhon Si Thammarat,TH,8.25,100.0,79.05,78,100,6.85,overcast clouds
564,Klyuchi,RU,52.2667,79.1667,7.09,93,100,4.85,overcast clouds
565,Christchurch,NZ,-43.5333,172.6333,65.03,57,100,4.0,overcast clouds
566,Sergeyevka,KZ,53.88,67.4158,-15.0,100,80,3.83,broken clouds
567,Berezovyy,RU,51.6667,135.7,14.88,93,100,4.45,light snow
568,Coihaique,CL,-45.5752,-72.0662,66.15,37,20,10.36,few clouds
569,Dawei,MM,14.0833,98.2,74.3,70,36,3.8,scattered clouds
570,Rochester,US,43.1548,-77.6156,36.72,84,100,1.01,overcast clouds
571,Agadez,NE,19.75,10.25,56.12,12,0,1.25,clear sky
572,Clyde River,CA,70.4692,-68.5914,-28.97,75,0,0.0,clear sky
573,Kudahuvadhoo,MV,2.6708,72.8944,81.9,72,100,7.96,overcast clouds
574,Ballina,AU,-28.8667,153.5667,80.78,69,40,9.22,scattered clouds
575,Zheleznodorozhnyy,RU,55.7503,38.0042,7.21,97,100,4.59,light snow
576,Saint-Joseph,RE,-21.3667,55.6167,76.21,84,97,5.86,light rain
577,Berbera,SO,10.4396,45.0143,73.74,74,39,7.94,scattered clouds
578,Matara,LK,5.9485,80.5353,75.6,89,50,1.68,scattered clouds
579,Ankazoabo,MG,-22.2833,44.5167,70.57,92,100,2.42,overcast clouds
580,Williams Lake,CA,52.1415,-122.1445,35.17,96,100,6.91,light rain and snow
581,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,63,20,8.01,few clouds
582,Katangli,RU,51.7102,143.2326,23.36,92,100,20.8,light snow
583,Leua,SK,48.2156,18.6071,29.5,61,7,1.72,clear sky
584,Santander,ES,43.4647,-3.8044,43.47,70,0,1.01,clear sky
585,Husavik,IS,66.0449,-17.3389,31.91,60,100,38.12,overcast clouds
586,Luanda,AO,-8.8368,13.2343,75.2,83,40,3.44,scattered clouds
587,Tecoanapa,MX,16.5167,-98.75,79.39,67,0,6.51,clear sky
588,Lenger,KZ,42.183,69.8839,36.84,92,100,6.22,overcast clouds
589,Shiyan,CN,32.6475,110.7781,36.32,55,88,6.71,overcast clouds
590,Rundu,NA,-17.9333,19.7667,69.44,78,100,6.44,overcast clouds
591,Warman,CA,52.3168,-106.5679,26.51,79,40,8.05,scattered clouds
592,Waipawa,NZ,-41.4122,175.5153,63.45,55,100,11.54,overcast clouds
593,Bani Walid,LY,31.7566,13.9942,47.7,78,6,11.56,clear sky
594,Roma,US,43.2128,-75.4557,37.65,78,100,5.75,overcast clouds
595,Micheweni,TZ,-4.9667,39.8333,80.76,76,21,13.24,few clouds
596,Nacala,MZ,-14.5428,40.6728,78.28,90,100,9.62,overcast clouds
597,Angoram,PG,-4.0625,144.0661,87.96,62,20,4.61,few clouds
598,Abha,SA,18.2164,42.5053,51.62,76,0,0.0,clear sky
599,Bethanien,NA,-26.502,17.1583,76.35,38,0,7.65,clear sky
600,George,ZA,-33.963,22.4617,62.15,94,100,2.3,overcast clouds
601,Majene,ID,-3.5403,118.9707,80.13,82,100,6.22,overcast clouds
602,Bagotville,AU,-28.9833,153.4167,80.64,74,0,9.26,clear sky
603,Kamaishi,JP,39.2667,141.8833,32.95,69,34,18.72,scattered clouds
604,Ust-Koksa,RU,50.2696,85.6108,12.83,81,100,0.72,overcast clouds
605,Santa Maria,BR,-29.6842,-53.8069,76.3,57,0,3.44,clear sky
606,Pustoshka,RU,56.3355,29.369,17.22,96,100,7.14,overcast clouds
607,Narasannapeta,IN,18.4167,84.05,67.89,89,88,6.42,overcast clouds
608,Almaznyy,RU,48.0448,40.045,10.54,83,100,12.1,overcast clouds
609,Azogues,EC,-2.7333,-78.8333,55.35,88,100,0.94,overcast clouds
610,Mossendjo,CG,-2.9506,12.7261,69.67,99,100,3.18,overcast clouds
611,Chapleau,CA,47.8405,-83.4034,-9.31,84,40,0.0,scattered clouds
612,Umm Kaddadah,SD,13.6017,26.6876,73.81,29,75,13.4,broken clouds
613,Antofagasta,CL,-23.65,-70.4,67.57,83,100,6.29,overcast clouds
614,Amarante Do Maranhao,BR,-5.5667,-46.7422,70.2,99,100,2.37,overcast clouds
615,Magaria,NE,12.9983,8.9099,68.13,18,0,8.41,clear sky
616,Cap-Aux-Meules,CA,47.3821,-61.8597,26.65,93,100,24.16,overcast clouds
617,Pemberton,CA,50.3164,-122.8027,40.69,100,100,2.95,overcast clouds
618,Alexandria,EG,31.2156,29.9553,55.36,76,40,2.3,scattered clouds
619,Amga,RU,60.8953,131.9608,-27.81,100,50,1.41,scattered clouds
620,Ponazyrevo,RU,58.3578,46.3142,-2.15,99,59,2.64,broken clouds
621,Storm Lake,US,42.6411,-95.2097,41.22,56,0,8.05,clear sky
622,Peterhead,GB,57.5058,-1.7981,49.12,78,100,12.82,overcast clouds
623,Innisfail,AU,-17.5333,146.0333,92.88,64,22,8.12,few clouds
624,High Rock,BS,26.6208,-78.2833,64.42,65,35,12.5,scattered clouds
625,Lakselv,NO,70.0513,24.9718,35.42,75,40,18.41,scattered clouds
626,Thouars,FR,46.976,-0.2151,38.79,89,0,9.93,clear sky
627,Paoua,CF,7.2427,16.4406,71.47,24,87,4.47,overcast clouds
628,Storsteinnes,NO,69.2408,19.2344,35.6,92,100,7.99,light snow
629,Chimoio,MZ,-19.1164,33.4833,73.26,94,75,3.49,broken clouds
630,Chara,RU,56.9064,118.2631,-14.58,86,100,0.47,overcast clouds
631,Shostka,UA,51.863,33.4698,-0.17,97,38,7.2,scattered clouds
632,Jijiga,ET,9.35,42.8,58.44,45,36,6.11,scattered clouds
633,Bonfim,BR,3.0833,-59.95,83.84,50,100,8.1,overcast clouds
634,Yima,CN,34.7381,111.8839,29.77,36,63,4.56,broken clouds
635,Kang,BW,-23.6752,22.7876,69.82,76,74,7.56,broken clouds
636,Ola,RU,59.5833,151.2833,-1.55,89,16,7.27,few clouds
637,Ust-Ishim,RU,57.6935,71.1665,-9.2,100,52,3.09,broken clouds
638,Mattawa,US,46.7379,-119.9028,41.72,89,100,1.99,overcast clouds
639,Sete Lagoas,BR,-19.4658,-44.2467,76.28,91,74,2.62,broken clouds
640,Kholodnyy,RU,62.7167,147.95,-25.15,98,100,2.37,overcast clouds
641,Arlit,NE,18.7369,7.3853,64.06,6,0,7.83,clear sky
642,Shitanjing,CN,39.2342,106.3439,13.33,53,0,5.37,clear sky
643,Hannibal,US,39.7084,-91.3585,47.12,49,0,5.75,clear sky
644,Tiznit,MA,29.5833,-9.5,55.99,44,0,6.69,clear sky
645,Korla,CN,41.7597,86.1469,20.14,65,3,3.31,clear sky
646,Yar-Sale,RU,66.8333,70.8333,10.11,93,100,8.68,overcast clouds
647,Manoel Urbano,BR,-8.8389,-69.2597,73.08,97,62,4.34,broken clouds
648,Kyaikkami,MM,16.08,97.5675,76.08,61,56,6.64,broken clouds
649,Ati,TD,13.2154,18.3353,71.83,13,26,9.8,scattered clouds
650,Arrifes,PT,37.7667,-25.7,55.65,77,20,6.91,few clouds
651,Pinyug,RU,60.251,47.7842,1.0,97,65,7.07,broken clouds
652,Severodvinsk,RU,64.5635,39.8302,19.51,91,100,20.4,snow
653,Beloha,MG,-25.1667,45.05,75.87,89,100,6.58,overcast clouds
654,Sakete,BJ,6.7362,2.6587,83.34,86,100,5.39,light rain
655,Mnogovershinnyy,RU,53.9353,139.9242,6.35,93,100,6.62,overcast clouds
656,Nola,IT,40.922,14.5329,50.56,69,47,8.05,scattered clouds
657,Ondjiva,AO,-17.0667,15.7333,74.62,18,100,6.31,overcast clouds
658,Belem De Sao Francisco,BR,-8.7539,-38.9658,78.71,65,37,2.21,scattered clouds
659,Bathsheba,BB,13.2167,-59.5167,79.41,69,75,14.97,broken clouds
660,Byron Bay,AU,-28.65,153.6167,80.71,53,10,9.71,clear sky
661,Koshurnikovo,RU,54.1667,93.3,7.05,97,100,0.69,light snow
662,Nancha,CN,47.1333,129.2667,-5.35,82,79,3.42,broken clouds
663,Holsted,DK,55.5109,8.9187,46.02,96,100,14.38,overcast clouds
664,Asyut,EG,27.181,31.1837,50.18,25,22,6.64,few clouds
665,Richards Bay,ZA,-28.783,32.0377,71.91,87,31,7.83,scattered clouds
666,Mithi,PK,24.7318,69.7981,57.92,43,0,7.78,clear sky
667,Paijan,PE,-7.7333,-79.3022,70.83,74,94,11.36,overcast clouds
668,Savelugu,GH,9.6244,-0.8253,80.78,15,6,6.29,clear sky
669,Souris,CA,49.6172,-100.2612,17.46,93,31,8.61,scattered clouds
670,Mendota,US,36.7536,-120.3816,61.47,43,100,1.97,overcast clouds
671,Guatire,VE,10.4762,-66.5427,76.21,98,55,1.54,broken clouds
672,Imbituba,BR,-28.24,-48.6703,76.89,87,100,3.98,overcast clouds
673,Thonon-Les-Bains,FR,46.25,6.5,23.68,86,41,3.4,scattered clouds
674,Gisborne,NZ,-38.6533,178.0042,63.95,68,100,16.08,overcast clouds
675,Labuhan,ID,-6.8844,112.2051,79.18,82,100,7.67,overcast clouds
676,Fortuna,US,40.5982,-124.1573,61.72,72,0,5.75,clear sky
677,Banes,CU,20.9625,-75.7186,74.01,87,0,5.99,clear sky
678,Bani,DO,18.2833,-70.3333,73.85,82,5,4.63,clear sky
679,Lukovetskiy,RU,64.2956,41.9211,19.38,90,100,16.15,light snow
680,Lengshuitan,CN,26.4111,111.5956,47.77,64,100,8.52,overcast clouds
681,Sao Felix Do Xingu,BR,-6.6447,-51.995,69.57,99,98,1.05,overcast clouds
682,Sept-Iles,CA,50.2001,-66.3821,3.72,82,75,6.91,broken clouds
683,Palmer,US,42.1584,-72.3287,32.49,62,75,9.22,broken clouds
684,Lasa,IT,46.6166,10.7002,29.28,57,0,5.99,clear sky
685,Vanimo,PG,-2.6741,141.3028,85.44,69,100,4.23,overcast clouds
686,Eureka,US,40.8021,-124.1637,61.99,78,1,3.0,clear sky
687,Paraiso,CR,9.8383,-83.8656,68.86,97,42,2.82,scattered clouds
688,Mayo,US,38.8876,-76.5119,43.56,65,0,3.44,clear sky
689,Bose,IT,45.4612,8.0137,34.95,63,0,2.64,clear sky
690,Tilichiki,RU,60.4667,166.1,-3.77,93,85,7.54,overcast clouds
691,Alta Floresta,BR,-9.8756,-56.0861,70.63,99,100,2.89,overcast clouds
692,Port-Gentil,GA,-0.7193,8.7815,79.39,83,100,9.4,light rain
693,Yarada,IN,17.65,83.2667,70.12,100,40,2.3,mist
694,La Serena,CL,-29.9078,-71.2542,63.88,84,29,2.73,scattered clouds
